[2026/07/19 01:01:00:000   00   17844   04865             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 endp
[2026/07/19 09:14:59:917   00   17844   01024             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 cpu_uti
[2026/07/19 09:15:03:378   00   17844   10401             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 call
[2026/07/19 09:15:16:286   00   17844   03054             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=f848dbb66602 
[2026/07/19 09:15:19:065   00   17844   16215             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 caller=
[2026/07/19 09:15:19:327   00   17844   14981             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/sys
[2026/07/19 09:15:23:209   00   17844   19294             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=124ec4783b91 
[2026/07/19 09:15:26:918   00   17844   15860             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 call
[2026/07/19 09:15:27:040   00   17844   13777             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endp
[2026/07/19 09:15:27:085   00   17844   03456             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=71cc685eee30 
[2026/07/19 09:15:27:152   00   17844   09564             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 mem_uti
[2026/07/19 09:18:43:152   00   17844   09744             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=d56765cf48c5 
[2026/07/19 09:24:43:152   00   17844   17863             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 mem_
[2026/07/19 09:24:43:359   00   17844   13135             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=de351f35c90d 
[2026/07/19 09:24:43:667   00   17844   10275             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 call
[2026/07/19 09:24:44:103   00   17844   14757             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=449cd3e7d42e 
[2026/07/19 09:24:59:997   00   17844   16164             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=a5ca95e3a075 
[2026/07/19 09:25:00:414   00   17844   15256             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | mem_util=53%        
[2026/07/19 09:25:05:405   00   17844   01335             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=BackupAgent m
[2026/07/19 09:25:05:572   00   17844   06798             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/metrics ca
[2026/07/19 09:25:09:000   00   17844   15408             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=5ebc71b7bdeb 
[2026/07/19 09:27:31:000   00   17844   01813             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoin
[2026/07/19 09:27:31:119   00   17844   11958             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=eff6484c9db4 
[2026/07/19 09:27:31:177   00   17844   11831             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/sys
[2026/07/19 09:27:31:456   00   17844   06334             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 end
[2026/07/19 09:27:44:901   00   17844   18033             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=16ff4f5eaf44 
[2026/07/19 09:28:51:901   00   17844   17587             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoin
[2026/07/19 09:28:52:314   00   17844   19635             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=f401256aee87 
[2026/07/19 09:28:52:649   00   17844   08037             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=31b2bd3b0dda 
[2026/07/19 09:30:53:649   00   17844   04416             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 endp
[2026/07/19 09:31:57:649   00   17844   05551             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=d1773b95a098 
[2026/07/19 09:32:02:305   00   17844   19636             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=c163d9a6f240 
[2026/07/19 09:32:05:952   00   17844   03941             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=7bc0d960dbc7 
[2026/07/19 09:34:56:952   00   17844   14459             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=8cf1fe5abc9e 
[2026/07/19 09:34:57:343   00   17844   03637             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 mem_
[2026/07/19 09:36:19:343   00   17844   08041             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/bac
[2026/07/19 09:36:19:825   00   17844   13518             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=601feef24f3f 
[2026/07/19 09:36:20:235   00   17844   09181             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=28224b554d7c 
[2026/07/19 09:36:20:389   00   17844   09141             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=10c9fb786826 
[2026/07/19 09:36:20:668   00   17844   06718             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=BackupAgent  
[2026/07/19 09:36:20:733   00   17844   07211             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/bac
[2026/07/19 09:36:26:706   00   17844   13316             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v2/res
[2026/07/19 09:36:26:897   00   17844   02161             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 mem_uti
[2026/07/19 09:36:41:778   00   17844   02343             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=032da7a1aec9 
[2026/07/19 09:36:42:173   00   17844   06711             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=1589b0e7703a 
[2026/07/19 09:39:47:173   00   17844   08534             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=7bd5c07d293e 
[2026/07/19 09:39:49:967   00   17844   17654             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=477ddc4a06bc 
[2026/07/19 09:42:35:967   00   17844   15075             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endp
[2026/07/19 09:42:36:075   00   17844   15032             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endp
[2026/07/19 09:42:41:114   00   17844   08856             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 endp
[2026/07/19 09:42:54:982   00   17844   14267             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=e6484cf45be3 
[2026/07/19 09:42:55:008   00   17844   03470             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/bac
[2026/07/19 09:42:58:386   00   17844   06979             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoin
[2026/07/19 09:42:58:460   00   17844   14223             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=BackupAgent  
[2026/07/19 09:46:44:460   00   17844   18954             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=554369023f92 
[2026/07/19 09:46:44:527   00   17844   01237             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50     
[2026/07/19 09:46:55:877   00   17844   10326             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=ConfigManager
[2026/07/19 09:48:41:877   00   17844   05437             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=fef5543caa6a 
[2026/07/19 09:48:42:002   00   17844   09281             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=8213426187a8 
[2026/07/19 09:48:44:345   00   17844   01702             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endp
[2026/07/19 09:48:47:335   00   17844   07797             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=91ffeedb7697 
[2026/07/19 09:48:47:600   00   17844   14524             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/metrics cp
[2026/07/19 09:48:58:312   00   17844   14735             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoin
[2026/07/19 09:50:59:312   00   17844   06991             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endp
[2026/07/19 09:51:01:911   00   17844   18586             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=TomcatAccessF
[2026/07/19 09:51:07:244   00   17844   12870             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=f556f5032585 
[2026/07/19 09:54:02:244   00   17844   03205             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/aut
[2026/07/19 09:54:02:256   00   17844   09104             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 mem_
[2026/07/19 09:54:06:828   00   17844   02989             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=5df662ced042 
[2026/07/19 09:54:17:510   00   17844   01808             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 cpu_
[2026/07/19 09:54:20:104   00   17844   11192             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 call
[2026/07/19 09:54:34:793   00   17844   12508             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=9d981e5f2562 
[2026/07/19 09:54:36:964   00   17844   17121             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=f76e1cdd7a45 
[2026/07/19 09:54:38:356   00   17844   17761             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/metrics cp
[2026/07/19 09:57:54:356   00   17844   18197             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=d6e48165f52e 
[2026/07/19 09:57:57:360   00   17844   16970             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 cpu_
[2026/07/19 09:58:01:828   00   17844   12331             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 cpu
[2026/07/19 09:58:14:724   00   17844   04116             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=3a1133470c30 
[2026/07/19 09:58:19:144   00   17844   04338             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=da5e2000f72b 
[2026/07/19 10:01:24:144   00   17844   02758             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | mem_util=84%        
[2026/07/19 10:01:25:389   00   17844   05515             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoin
[2026/07/19 10:01:40:185   00   17844   08486             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | cpu_util=40% mem_uti
[2026/07/19 10:10:40:185   00   17844   04624             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | cpu_util=60% mem_uti
[2026/07/19 10:11:46:185   00   17844   08726             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=a1fdb89dcded 
[2026/07/19 10:11:47:648   00   17844   08129             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=c26d69565577 
[2026/07/19 10:12:48:648   00   17844   01426             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoin
[2026/07/19 10:12:54:289   00   17844   09807             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=f57dcc48952a 
[2026/07/19 10:12:56:983   00   17844   19862             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=TomcatAccessF
[2026/07/19 10:12:57:387   00   17844   06264             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=b7c62163bafe 
[2026/07/19 10:16:11:387   00   17844   19765             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/sys
[2026/07/19 10:16:11:555   00   17844   08553             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=BackupAgent m
